joueur,equipe,competition,journee,type,x,y,resultat,angle,distance,proba,xPoints
LeGarrec,Racing,TOP 14,7,pénalité,30.686049323017382,36.78433268858801,réussi,24.580702682722084,23.1637122949148,0.9382285939780861,2.8146857819342586
Lancaster,Racing,TOP 14,7,transformation,30.000000000000007,13.863636363636363,raté,14.033075439204504,30.684521602746884,0.7936993995900957,1.5873987991801914
Segonds,Bayonne,TOP 14,7,pénalité,30.702422577422567,54.81018981018981,réussi,14.361497555498175,30.534852928515285,0.7992739659629271,2.3978218978887815
Segonds,Bayonne,TOP 14,7,pénalité,30.3277972027972,28.21178821178821,réussi,23.357410954392797,23.670308862649136,0.9306996321214491,2.7920988963643474
Segonds,Bayonne,TOP 14,7,transformation,17.103030303030316,37.27272727272727,réussi,53.71938717890812,9.805680245203101,0.9969200807968661,1.9938401615937322
Segonds,Bayonne,TOP 14,7,transformation,17.466666666666676,38.96969696969697,réussi,48.30840733973443,10.692588018485417,0.9953647447749112,1.9907294895498224
Segonds,Bayonne,TOP 14,7,transformation,31.890909090909112,0.5454545454545467,raté,8.153694851425012,42.022543433531595,0.46870265466381467,0.9374053093276293
Segonds,Bayonne,TOP 14,7,transformation,30.80000000000002,19.696969696969703,réussi,17.684150189997933,27.70068996569037,0.8653389834694731,1.7306779669389463
Lafage,Vannes,TOP 14,7,transformation,30.730758916599623,8.369536068651115,réussi,11.076493703999367,35.14929006413694,0.6746291757791861,1.3492583515583723
Lafage,Vannes,TOP 14,7,pénalité,19.24447174447173,33.73464373464373,réussi,46.75111506863448,11.69257621445235,0.9943901447536772,2.9831704342610315
Lafage,Vannes,TOP 14,7,pénalité,30.42383292383291,26.36363636363636,réussi,22.258639914502258,24.34274457998681,0.9216823722149222,2.7650471166447668
Lafage,Vannes,TOP 14,7,pénalité,33.98648648648648,26.486486486486484,réussi,19.913098080761095,27.672938661721176,0.880374472800676,2.641123418402028
Lafage,Vannes,TOP 14,7,pénalité,33.37223587223587,44.54545454545454,réussi,19.553645543132138,27.53558345652443,0.8795471295449081,2.638641388634724
Urdapilleta,Clermont,TOP 14,7,transformation,34.80356663984985,5.151515151515154,réussi,9.89841437277723,40.26356932949682,0.5381152895685846,1.0762305791371691
Urdapilleta,Clermont,TOP 14,7,transformation,31.987798337355883,64.28264950388845,raté,9.65547003261874,38.229427112214154,0.5840968671455092,1.1681937342910185
Urdapilleta,Clermont,TOP 14,7,transformation,24.74725127379997,21.241619737194963,raté,21.11679032112009,21.88091661472861,0.9334560405068423,1.8669120810136846
Urdapilleta,Clermont,TOP 14,7,transformation,33.73089300080453,17.621346205417005,réussi,15.609576312214502,31.289837853149148,0.799221480154612,1.598442960309224
Belleau,Clermont,TOP 14,7,transformation,30.99640095974405,55.44921354305518,réussi,13.950449719007578,31.17654411510141,0.7847803122940652,1.5695606245881304
Belleau,Clermont,TOP 14,7,transformation,31.396294321514247,68.77899226872833,raté,8.000722339268469,41.44861137675805,0.4805936174636185,0.961187234927237
Belleau,Clermont,TOP 14,7,transformation,32.8625699813383,67.97920554518794,réussi,8.406441408913722,41.66844318348714,0.48119949208344204,0.9623989841668841
LeBail,Vannes,TOP 14,7,transformation,26.247667288723008,20.391895494534783,réussi,19.726964008588435,23.58599969956168,0.9160162355855938,1.8320324711711875
LeBail,Vannes,TOP 14,7,transformation,30.37989869368168,58.24846707544654,réussi,12.382497314156307,32.6609309228205,0.7414176641684732,1.4828353283369464
Urdapilleta,Clermont,TOP 14,7,transformation,31.893939393939405,67.46212121212122,raté,8.487410020979349,40.672596526213006,0.507039087787264,1.014078175574528
Simmonds,Pau,TOP 14,7,transformation,18.279489105935383,35.07888805409467,réussi,50.75263386686499,10.678017053355271,0.9959964696139224,1.9919929392278448
Simmonds,Pau,TOP 14,7,pénalité,41.55945881794446,15.041538096368384,raté,12.82754611984084,39.305240907895346,0.6040158717612334,1.8120476152837002
Daubagna,Pau,TOP 14,7,transformation,30.284090909090917,5.4356060606060606,réussi,9.752309698034829,37.134073703398855,0.6115436372472147,1.2230872744944294
Kinghorn,Toulouse,TOP 14,7,transformation,30.721744471744472,53.26781326781326,réussi,15.325553402313815,29.564218298224937,0.8227813549188168,1.6455627098376335
Kinghorn,Toulouse,TOP 14,7,transformation,30.23034398034397,55.72481572481571,raté,13.840884621101804,30.79221598744798,0.7900544840219913,1.5801089680439826
Kinghorn,Toulouse,TOP 14,7,transformation,33.17874692874693,1.9164619164619177,réussi,8.707773101912585,41.6887714750207,0.4851827386270814,0.9703654772541628
Kinghorn,Toulouse,TOP 14,7,pénalité,31.325757575757574,14.621212121212125,réussi,14.36784018884429,31.168468596169344,0.7890861249526684,2.367258374858005
Kinghorn,Toulouse,TOP 14,7,pénalité,52.9594330400782,35.08797653958944,raté,12.746303834948533,45.355949660169905,0.4547451334801404,1.3642354004404211
Herve,Toulon,TOP 14,7,transformation,20.49672626542433,22.989171493326616,réussi,25.123782958714322,17.51105044624763,0.9648527226138863,1.9297054452277727
Herve,Toulon,TOP 14,7,pénalité,19.02914367953946,26.939313984168862,réussi,34.859944260089954,13.890118008067605,0.9859533789142639,2.957860136742792
Herve,Toulon,TOP 14,7,pénalité,45.29443511633485,6.071000239865676,raté,9.81836930512345,47.41471309377438,0.3635856860124532,1.0907570580373598
Herve,Toulon,TOP 14,7,pénalité,45.054569441112974,47.44782921563924,réussi,13.836416800058185,39.51600764338306,0.6133714134223953,1.840114240267186
Vincent,Montpellier,TOP 14,7,transformation,18.573754069621828,35.57976458802906,réussi,49.398827377749434,10.994569455816272,0.9955239611398339,1.9910479222796678
Vincent,Montpellier,TOP 14,7,pénalité,45.22492365515621,22.534648813718583,raté,13.934651151646744,39.58179868780202,0.6132158365502745,1.8396475096508234
Vincent,Montpellier,TOP 14,7,pénalité,32.070119802677944,60.58961710124501,réussi,11.23250004951875,35.520083947351964,0.6685859368475667,2.0057578105427
Herve,Toulon,TOP 14,7,pénalité,47.14015151515152,13.674242424242427,raté,11.463334195911992,44.84463961876303,0.4483380333588842,1.3450141000766527
Garbisi,Toulon,TOP 14,7,transformation,19.99377334993773,43.05105853051058,réussi,32.57506203696317,14.864050935887478,0.9823397223183563,1.9646794446367126
Garbisi,Toulon,TOP 14,7,transformation,27.59028642590285,18.76712328767123,raté,17.88983546480884,25.64665068022769,0.8885417012443274,1.7770834024886548
Herve,Toulon,TOP 14,7,transformation,30.56818181818182,60.17045454545456,raté,11.387688392330636,34.19104873571214,0.6990115922000806,1.3980231844001612
Hogg,Montpellier,TOP 14,7,transformation,15.795454545454549,28.352272727272737,réussi,45.03689360695063,10.44868529488967,0.9945057060644096,1.9890114121288192
